,X,unique.ID,Family,New.Genus,New.Species,TPL.name,Site,Block,Plot,Indiv.ID,Stem.ID,Age.class,Dead.19,Diam.18,date.18,hght.18,hght.19,Abn.18,Load.18,Prev.18,Load.19,Prev.19,note,Diam.19,date.19,Diam,Cut,treatment.perc.cut,date.23,scribe.23,diam.23,dead.23,coi.23,prev.23,canopy.liana.23,stems24.23,stems46.23,stems68.23,stems810.23,stems10pl.23,total.stems.23,notes.23,leaning.23,multistem.23,alt.pom.23,broken.23,retag.no.23,notes.to.rw,remove_rgr,why_remove,timber_spp,pre_liana_presence,post_liana_presence
8291,8244,6528a,,Saurauia,sp,Saurauia sp,Site1,Block63,Plot63e,6528,a,sappling,,NA,NA,NA,141,NA,NA,NA,NA,1,,11.44989083,09/07/2019,11.44989083,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,0
8292,8245,6529a,,Saurauia,sp,Saurauia sp,Site1,Block63,Plot63e,6529,a,sappling,,NA,NA,NA,68,NA,NA,NA,NA,0,,10.89954127,09/07/2019,10.89954127,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8293,8246,652a,Dipterocarpaceae,Hopea,nervosa,Hopea nervosa,Site4,Block24,Plot24d,652,a,adult,0,12.9,01/10/2018,NA,NA,2,1,1,3,1,,NA,NA,12.9,1,80,10/07/2023,AJ,14.6,0,1,NA,1,1,0,0,0,0,1,,0,0,0,0,NA,,0,,1,1,1
8294,8247,6530a,Phyllanthaceae,Phyllanthus,borneensis,Phyllanthus borneensis,Site1,Block63,Plot63e,6530,a,sappling,,NA,NA,NA,94,NA,NA,NA,NA,1,,7.97746827,09/07/2019,7.97746827,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,0
8295,8248,6531a,,Saurauia,sp,Saurauia sp,Site1,Block63,Plot63e,6531,a,sappling,,NA,NA,NA,60,NA,NA,NA,NA,1,,5.744562647,09/07/2019,5.744562647,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,0
8296,8249,6532a,Phyllanthaceae,Phyllanthus,borneensis,Phyllanthus borneensis,Site1,Block63,Plot63e,6532,a,sappling,,NA,NA,NA,94,NA,NA,NA,NA,0,,5.9,09/07/2019,5.9,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8297,8250,6533a,,Pterospermum,sp,Pterospermum sp,Site1,Block63,Plot63e,6533,a,sappling,,NA,NA,NA,80,NA,NA,NA,NA,1,,8.6856203,09/07/2019,8.6856203,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,0
8298,8251,6534a,Moraceae,Ficus,treubii,Ficus treubii,Site1,Block63,Plot63e,6534,a,sappling,,NA,NA,NA,76,NA,NA,NA,NA,0,,6.4,09/07/2019,6.4,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8299,8252,6535a,Vitaceae,Leea,aculeata,Leea aculeata,Site1,Block63,Plot63e,6535,a,sappling,,NA,NA,NA,70,NA,NA,NA,NA,0,,6.999285678,09/07/2019,6.999285678,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8300,8253,6536a,Vitaceae,Leea,aculeata,Leea aculeata,Site1,Block63,Plot63e,6536,a,sappling,,NA,NA,NA,87,NA,NA,NA,NA,0,,7.799358948,09/07/2019,7.799358948,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8301,8254,6537a,Vitaceae,Leea,indica,Leea indica,Site1,Block63,Plot63e,6537,a,sappling,,NA,NA,NA,61,NA,NA,NA,NA,0,,6.14817046,09/07/2019,6.14817046,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8302,8255,6538a,Vitaceae,Leea,aculeata,Leea aculeata,Site1,Block63,Plot63e,6538,a,sappling,,NA,NA,NA,27.5,NA,NA,NA,NA,0,,13.2476413,09/07/2019,13.2476413,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8303,8256,6539a,Moraceae,Ficus,treubii,Ficus treubii,Site1,Block63,Plot63e,6539,a,sappling,,NA,NA,NA,67,NA,NA,NA,NA,0,,5.999166609,09/07/2019,5.999166609,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8304,8257,653a,Phyllanthaceae,Aporosa,grandistipula,Aporosa grandistipula,Site4,Block24,Plot24d,653,a,adult,0,18.7,01/10/2018,NA,NA,11,3,1,2,1,,NA,NA,18.7,1,80,10/07/2023,AJ,20.7,0,0,NA,0,1,0,0,0,0,1,,0,0,0,0,NA,,0,,0,1,1
8305,8258,6540a,Moraceae,Ficus,treubii,Ficus treubii,Site1,Block63,Plot63e,6540,a,sappling,,NA,NA,NA,62,NA,NA,NA,NA,0,,6.349803147,09/07/2019,6.349803147,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8306,8259,6541a,,Elaeocarpus,sp,Elaeocarpus sp,Site1,Block63,Plot63e,6541,a,sappling,,NA,NA,NA,197,NA,NA,NA,NA,1,,12,09/07/2019,12,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,1,0
8307,8260,6542a,Moraceae,Ficus,treubii,Ficus treubii,Site1,Block63,Plot63e,6542,a,sappling,,NA,NA,NA,55,NA,NA,NA,NA,0,,5.792236183,09/07/2019,5.792236183,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8308,8261,6543a,Phyllanthaceae,Phyllanthus,borneensis,Phyllanthus borneensis,Site1,Block63,Plot63e,6543,a,sappling,,NA,NA,NA,166,NA,NA,NA,NA,0,,9.549869109,09/07/2019,9.549869109,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8309,8262,6544a,Phyllanthaceae,Phyllanthus,borneensis,Phyllanthus borneensis,Site1,Block63,Plot63e,6544,a,sappling,,NA,NA,NA,57,NA,NA,NA,NA,0,,4.247352116,09/07/2019,4.247352116,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8310,8263,6545a,Phyllanthaceae,Phyllanthus,borneensis,Phyllanthus borneensis,Site1,Block63,Plot63e,6545,a,sappling,,NA,NA,NA,90,NA,NA,NA,NA,0,,18.97366596,09/07/2019,18.97366596,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8311,8264,6546a,Vitaceae,Leea,aculeata,Leea aculeata,Site1,Block63,Plot63e,6546,a,sappling,,NA,NA,NA,94,NA,NA,NA,NA,0,,8.2,09/07/2019,8.2,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8312,8265,6547a,Phyllanthaceae,Phyllanthus,borneensis,Phyllanthus borneensis,Site1,Block63,Plot63e,6547,a,seedling,,NA,NA,NA,17,NA,NA,NA,NA,0,,1.29614814,09/07/2019,1.29614814,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8313,8266,6548a,,Pterospermum,sp,Pterospermum sp,Site1,Block63,Plot63e,6548,a,seedling,,NA,NA,NA,23,NA,NA,NA,NA,0,,2.1,09/07/2019,2.1,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8314,8267,6549a,,liana,NA,liana,Site1,Block63,Plot63e,6549,a,seedling,,NA,NA,NA,16,NA,NA,NA,NA,0,,1.29614814,09/07/2019,1.29614814,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8315,8268,654a,Euphorbiaceae,Macaranga,pearsonii,Macaranga pearsonii,Site4,Block24,Plot24d,654,a,adult,0,55.5,01/10/2018,NA,NA,0,0,0,0,0,,NA,NA,55.5,1,80,10/07/2023,AJ,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,dead unmeasurable,0,0,0,0,NA,,1,dead,0,0,0
8316,8269,6550a,Phyllanthaceae,Phyllanthus,borneensis,Phyllanthus borneensis,Site1,Block63,Plot63e,6550,a,seedling,,NA,NA,NA,45,NA,NA,NA,NA,0,animal damage,4.098780306,09/07/2019,4.098780306,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8317,8270,6551a,Moraceae,Ficus,treubii,Ficus treubii,Site1,Block63,Plot63e,6551,a,seedling,,NA,NA,NA,33,NA,NA,NA,NA,0,,3.54964787,09/07/2019,3.54964787,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8318,8271,6552a,,liana,NA,liana,Site1,Block63,Plot63e,6552,a,seedling,,NA,NA,NA,12,NA,NA,NA,NA,0,,1.788854382,09/07/2019,1.788854382,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8319,8272,6553a,,liana,NA,liana,Site1,Block63,Plot63e,6553,a,seedling,,NA,NA,NA,16,NA,NA,NA,NA,0,,2.437211521,09/07/2019,2.437211521,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8320,8273,6554a,,liana,NA,liana,Site1,Block63,Plot63e,6554,a,seedling,,NA,NA,NA,29,NA,NA,NA,NA,0,,3.049590136,09/07/2019,3.049590136,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8321,8274,6555a,Phyllanthaceae,Phyllanthus,borneensis,Phyllanthus borneensis,Site1,Block63,Plot63e,6555,a,seedling,,NA,NA,NA,19,NA,NA,NA,NA,0,,1.8,09/07/2019,1.8,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8322,8275,6556a,Phyllanthaceae,Phyllanthus,borneensis,Phyllanthus borneensis,Site1,Block63,Plot63e,6556,a,seedling,,NA,NA,NA,13,NA,NA,NA,NA,0,,1.148912529,09/07/2019,1.148912529,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8323,8276,6557a,,liana,NA,liana,Site1,Block63,Plot63e,6557,a,seedling,,NA,NA,NA,16,NA,NA,NA,NA,0,,2.698147513,09/07/2019,2.698147513,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8324,8277,6558a,,liana,NA,liana,Site1,Block63,Plot63e,6558,a,seedling,,NA,NA,NA,24,NA,NA,NA,NA,0,,1.6,09/07/2019,1.6,1,80,NA,AJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,,0,0,0
8325,8278,6559a,,Aglaia,sp,Aglaia sp,Site1,Block63,Plot63d,6559,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,11.5,09/07/2019,11.5,1,80,11/08/2023,WG,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,0,1,NA
8326,8279,655a,,NA,NA,NA,Site4,Block24,Plot24d,655,a,adult,0,24.8,01/10/2018,NA,NA,5,3,1,1,1,,NA,NA,24.8,1,80,10/07/2023,AJ,28.8,0,0,NA,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,0
8327,8280,6560a,Thymelaeaceae,Aquilaria,malaccensis,Aquilaria malaccensis,Site1,Block63,Plot63d,6560,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,38.3,09/07/2019,38.3,1,80,11/08/2023,WG,41.6,0,NA,NA,NA,3,NA,NA,NA,NA,3,,0,0,0,0,NA,,0,,0,1,1
8328,8281,6561a,Thymelaeaceae,Aquilaria,malaccensis,Aquilaria malaccensis,Site1,Block63,Plot63d,6561,a,adult,,NA,NA,NA,NA,NA,NA,NA,3,1,,10.6,09/07/2019,10.6,1,80,11/08/2023,WG,16.8,0,NA,NA,NA,0,NA,NA,NA,NA,0,,0,0,0,0,12001,,0,,0,1,NA
8329,8282,6562a,,NA,NA,NA,Site1,Block63,Plot63d,6562,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,17.9,09/07/2019,17.9,1,80,11/08/2023,WG,19.5,0,NA,NA,NA,2,NA,NA,NA,NA,2,,0,0,0,0,NA,,0,,0,1,1
8330,8283,6563a,,Aporosa,sp,Aporosa sp,Site1,Block63,Plot63d,6563,a,adult,,NA,NA,NA,NA,NA,NA,NA,2,1,,11.1,09/07/2019,11.1,1,80,11/08/2023,WG,13,0,NA,NA,NA,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,0,1,1
8331,8284,6564a,,Aglaia,sp,Aglaia sp,Site1,Block63,Plot63d,6564,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,12.2,09/07/2019,12.2,1,80,11/08/2023,WG,15.3,0,NA,NA,NA,2,NA,NA,NA,NA,2,,0,0,0,0,12003,,0,,0,1,1
8332,8285,6565a,Thymelaeaceae,Aquilaria,malaccensis,Aquilaria malaccensis,Site1,Block63,Plot63d,6565,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,10.2,09/07/2019,10.2,1,80,11/08/2023,WG,12.3,0,NA,NA,NA,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,0,1,1
8333,8286,6566a,Rubiaceae,Neolamarckia,cadamba,Neolamarckia cadamba,Site1,Block63,Plot63d,6566,a,adult,,NA,NA,NA,NA,NA,NA,NA,0,0,bamboo,43.2,09/07/2019,43.2,1,80,11/08/2023,WG,48.5,0,NA,NA,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,NA
8334,8287,6567a,,Aporosa,sp,Aporosa sp,Site1,Block63,Plot63d,6567,a,adult,,NA,NA,NA,NA,NA,NA,NA,2,1,,15.3,09/07/2019,15.3,1,80,11/08/2023,WG,17.4,0,NA,NA,NA,3,NA,NA,NA,NA,3,,0,0,0,0,12002,,0,,0,1,1
8335,8288,6568a,,Neesia,sp,Neesia sp,Site1,Block63,Plot63d,6568,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,14.2,09/07/2019,14.2,1,80,11/08/2023,WG,14.4,0,NA,NA,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,NA
8336,8289,6569a,Euphorbiaceae,Mallotus,wrayi,Mallotus wrayi,Site1,Block63,Plot63d,6569,a,adult,,NA,NA,NA,NA,NA,NA,NA,3,1,prostrate,12.6,09/07/2019,12.6,1,80,11/08/2023,WG,19.5,0,NA,NA,NA,0,NA,NA,NA,NA,0,prostate,0,0,0,0,NA,,0,,0,1,NA
8337,8290,6569b,Euphorbiaceae,Mallotus,wrayi,Mallotus wrayi,Site1,Block63,Plot63d,6569,b,adult,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,19.2,09/07/2019,19.2,1,80,11/08/2023,WG,16.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,0,0,NA
8338,8291,656a,Dipterocarpaceae,Dryobalanops,lanceolata,Dryobalanops lanceolata,Site4,Block24,Plot24d,656,a,adult,0,10.9,01/10/2018,NA,NA,0,0,0,0,0,,NA,NA,10.9,1,80,10/07/2023,AJ,12.4,0,0,NA,0,0,0,0,0,0,0,,0,0,0,0,11705,,0,,1,0,0
8339,8292,6570a,Dipterocarpaceae,Shorea,johorensis,Shorea johorensis,Site1,Block63,Plot63d,6570,a,adult,,NA,NA,NA,NA,NA,NA,NA,2,1,,55.8,09/07/2019,55.8,1,80,11/08/2023,WG,70,0,NA,NA,NA,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,1,1,1
8340,8293,6571a,,Elaeocarpus,sp,Elaeocarpus sp,Site1,Block63,Plot63d,6571,a,adult,,NA,NA,NA,NA,NA,NA,NA,3,1,,21.4,09/07/2019,21.4,1,80,11/08/2023,WG,30.3,0,NA,NA,NA,1,NA,NA,NA,NA,1,,0,0,0,0,12004,,0,,0,1,1
8341,8294,6572a,,Elaeocarpus,sp,Elaeocarpus sp,Site1,Block63,Plot63d,6572,a,adult,,NA,NA,NA,NA,NA,NA,NA,4,1,,21.1,09/07/2019,21.1,1,80,11/08/2023,WG,30.8,0,NA,NA,NA,2,NA,NA,NA,NA,2,,0,0,0,0,12005,,0,,0,1,1
8342,8295,6573a,Rubiaceae,Neolamarckia,cadamba,Neolamarckia cadamba,Site1,Block63,Plot63d,6573,a,adult,,NA,NA,NA,NA,NA,NA,NA,0,0,,31.1,09/07/2019,31.1,1,80,11/08/2023,WG,31.5,0,NA,NA,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,NA
8343,8296,6574a,Malvaceae,Diplodiscus,paniculatus,Diplodiscus paniculatus,Site1,Block63,Plot63d,6574,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,2.264862027,09/07/2019,2.264862027,1,80,11/08/2023,WG,2.9,0,NA,1,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,1
8344,8297,6574b,Malvaceae,Diplodiscus,paniculatus,Diplodiscus paniculatus,Site1,Block63,Plot63d,6574,b,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.81,09/07/2019,1.81,1,80,11/08/2023,WG,1.33,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,0,0,NA
8345,8298,6575a,Phyllanthaceae,Aporosa,grandistipula,Aporosa grandistipula,Site1,Block63,Plot63d,6575,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,3.994483696,09/07/2019,3.994483696,1,80,11/08/2023,WG,5.38,0,NA,1,NA,2,NA,NA,NA,NA,2,,0,0,0,0,12006,,0,,0,1,1
8346,8299,6576a,Malvaceae,Diplodiscus,paniculatus,Diplodiscus paniculatus,Site1,Block63,Plot63d,6576,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.924993506,09/07/2019,1.924993506,1,80,11/08/2023,WG,2.53,0,NA,1,NA,2,NA,NA,NA,NA,2,,0,0,0,0,NA,,0,,0,1,1
8347,8300,6577a,Malvaceae,Diplodiscus,paniculatus,Diplodiscus paniculatus,Site1,Block63,Plot63d,6577,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.02,09/07/2019,1.02,1,80,11/08/2023,WG,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,missing,0,0,0,0,NA,,0,,0,1,NA
8348,8301,6578a,Vitaceae,Leea,aculeata,Leea aculeata,Site1,Block63,Plot63d,6578,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,4.024996894,09/07/2019,4.024996894,1,80,11/08/2023,WG,6,0,NA,1,NA,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,0,1,1
8349,8302,6578b,Vitaceae,Leea,aculeata,Leea aculeata,Site1,Block63,Plot63d,6578,b,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3.023805549,09/07/2019,3.023805549,1,80,11/08/2023,WG,4.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,0,0,NA
8350,8303,6579a,Leguminosae,Fordia,brachybotrys,Fordia brachybotrys,Site1,Block63,Plot63d,6579,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.174989362,09/07/2019,1.174989362,1,80,11/08/2023,WG,1.35,0,NA,0,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,NA
8351,8304,657a,,Aglaia,sp,Aglaia sp,Site4,Block24,Plot24d,657,a,adult,0,10.2,01/10/2018,NA,NA,0,0,0,0,0,,NA,NA,10.2,1,80,10/07/2023,AJ,10.8,0,0,NA,0,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,0
8352,8305,6580a,Euphorbiaceae,Mallotus,miquelianus,Mallotus miquelianus,Site1,Block63,Plot63d,6580,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.199624941,09/07/2019,1.199624941,1,80,11/08/2023,WG,1.62,0,NA,0,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,0,NA
8353,8306,6581a,,Diospyros,sp,Diospyros sp,Site1,Block63,Plot63d,6581,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,4.034922552,09/07/2019,4.034922552,1,80,11/08/2023,WG,4.71,0,NA,1,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,1
8354,8307,6582a,Phyllanthaceae,Baccaurea,tetrandra,Baccaurea tetrandra,Site1,Block63,Plot63d,6582,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.484789547,09/07/2019,1.484789547,1,80,11/08/2023,WG,2.2,0,NA,1,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,1
8355,8308,6583a,Gentianaceae,Fagraea,volubilis,Fagraea volubilis,Site1,Block63,Plot63d,6583,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,2.469493875,09/07/2019,2.469493875,1,80,11/08/2023,WG,2.79,0,NA,0,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,NA
8356,8309,6584a,Phyllanthaceae,Baccaurea,tetrandra,Baccaurea tetrandra,Site1,Block63,Plot63d,6584,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.679255788,09/07/2019,1.679255788,1,80,11/08/2023,WG,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,broken POM,0,0,0,1,NA,,0,,0,1,NA
8357,8310,6585a,Annonaceae,Sageraea,lanceolata,Sageraea lanceolata,Site1,Block63,Plot63d,6585,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.149956521,09/07/2019,1.149956521,1,80,11/08/2023,WG,1.71,0,NA,0,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,NA
8358,8311,6586a,Malvaceae,Diplodiscus,paniculatus,Diplodiscus paniculatus,Site1,Block63,Plot63d,6586,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,2.619522857,09/07/2019,2.619522857,1,80,11/08/2023,WG,2.65,0,NA,1,NA,2,NA,NA,NA,NA,2,broken stem,0,0,0,1,NA,,0,,0,1,1
8359,8312,6587a,Malvaceae,Diplodiscus,paniculatus,Diplodiscus paniculatus,Site1,Block63,Plot63d,6587,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.53,09/07/2019,1.53,1,80,11/08/2023,WG,1.57,0,NA,1,NA,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,0,1,1
8360,8313,6587b,Malvaceae,Diplodiscus,paniculatus,Diplodiscus paniculatus,Site1,Block63,Plot63d,6587,b,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,1.574357012,09/07/2019,1.574357012,1,80,11/08/2023,WG,1.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,0,0,NA
8361,8314,6588a,Phyllanthaceae,Phyllanthus,borneensis,Phyllanthus borneensis,Site1,Block63,Plot63d,6588,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,3.948176794,09/07/2019,3.948176794,1,80,11/08/2023,WG,3.83,0,NA,1,NA,1,NA,NA,NA,NA,1,,0,0,0,0,NA,,0,,0,1,1
8362,8315,6589a,Annonaceae,Sageraea,lanceolata,Sageraea lanceolata,Site1,Block63,Plot63d,6589,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,0,,1.643715304,09/07/2019,1.643715304,1,80,11/08/2023,WG,1.84,0,NA,1,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,0,1
8363,8316,658a,,NA,NA,NA,Site4,Block24,Plot24d,658,a,adult,0,21.1,01/10/2018,NA,NA,3,2,1,3,1,,NA,NA,21.1,1,80,10/07/2023,AJ,28.8,0,0,NA,0,1,0,0,0,0,1,,0,0,1,0,NA,,1,alt pom,0,1,1
8364,8317,6590a,Dipterocarpaceae,Shorea,atrinervosa,Shorea atrinervosa,Site1,Block63,Plot63d,6590,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,6,09/07/2019,6,1,80,11/08/2023,WG,8.3,0,NA,1,NA,4,NA,NA,NA,NA,4,,0,0,0,0,NA,,0,,1,1,1
8365,8318,6591a,Phyllanthaceae,Baccaurea,tetrandra,Baccaurea tetrandra,Site1,Block63,Plot63d,6591,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,3.169747624,09/07/2019,3.169747624,1,80,11/08/2023,WG,3.39,0,NA,1,NA,0,NA,NA,NA,NA,0,,0,0,0,0,NA,,0,,0,1,1
8366,8319,6591b,Phyllanthaceae,Baccaurea,tetrandra,Baccaurea tetrandra,Site1,Block63,Plot63d,6591,b,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,2.916641905,09/07/2019,2.916641905,1,80,11/08/2023,WG,3.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,0,0,0,NA,,0,,0,0,NA
8367,8320,6592a,Malvaceae,Diplodiscus,paniculatus,Diplodiscus paniculatus,Site1,Block63,Plot63d,6592,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,leaning,1.542076522,09/07/2019,1.542076522,1,80,11/08/2023,WG,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,broken POM,0,0,0,1,NA,,0,,0,1,NA
8368,8321,6593a,Malvaceae,Diplodiscus,paniculatus,Diplodiscus paniculatus,Site1,Block63,Plot63d,6593,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,5.9,09/07/2019,5.9,1,80,11/08/2023,WG,7.6,0,NA,0,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,NA
8369,8322,6594a,,Brownlowia,sp,Brownlowia sp,Site1,Block63,Plot63d,6594,a,juvenile,,NA,NA,NA,NA,NA,NA,NA,NA,1,,1.284990272,09/07/2019,1.284990272,1,80,11/08/2023,WG,1.39,0,NA,0,NA,0,0,0,0,0,0,,0,0,0,0,NA,,0,,0,1,NA
